DeliverableId,ProjectId,Title,DocumentType,Confidentiality,DocumentUrl,CreatedDate,ReusabilityRating
DL0135,PJ034,浜名川県庁様 データ利活用ポリシーの策定支援 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ034/基本設計書.docx,2024-05-21,中
DL0136,PJ034,浜名川県庁様 データ利活用ポリシーの策定支援 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ034/要件定義書.docx,2024-04-03,中
DL0137,PJ034,浜名川県庁様 データ利活用ポリシーの策定支援 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ034/提案書.docx,2024-02-15,高
DL0138,PJ035,あかつき証券様 個人情報の取り扱い基準整備 プロジェクト完了報告書,プロジェクト完了報告書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ035/プロジェクト完了報告書.docx,2025-08-06,中
DL0139,PJ035,あかつき証券様 個人情報の取り扱い基準整備 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ035/アーキテクチャ設計書.docx,2025-01-28,中
DL0140,PJ035,あかつき証券様 個人情報の取り扱い基準整備 運用手順書,運用手順書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ035/運用手順書.docx,2025-07-09,低
DL0141,PJ035,あかつき証券様 個人情報の取り扱い基準整備 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ035/要件定義書.docx,2024-12-18,低
DL0142,PJ036,みなと生命保険様 DX推進ロードマップの策定 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ036/要件定義書.docx,2024-02-24,高
DL0143,PJ036,みなと生命保険様 DX推進ロードマップの策定 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ036/アーキテクチャ設計書.docx,2024-04-01,中
DL0144,PJ036,みなと生命保険様 DX推進ロードマップの策定 プロジェクト完了報告書,プロジェクト完了報告書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ036/プロジェクト完了報告書.docx,2024-09-20,中
DL0145,PJ036,みなと生命保険様 DX推進ロードマップの策定 運用手順書,運用手順書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ036/運用手順書.docx,2024-08-26,高
DL0146,PJ036,みなと生命保険様 DX推進ロードマップの策定 テスト仕様書,テスト仕様書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ036/テスト仕様書.docx,2024-07-08,低
DL0147,PJ037,湘南マート様 業務プロセス再設計の支援 プロジェクト完了報告書,プロジェクト完了報告書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ037/プロジェクト完了報告書.docx,2025-02-11,中
DL0148,PJ037,湘南マート様 業務プロセス再設計の支援 テスト仕様書,テスト仕様書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ037/テスト仕様書.docx,2024-11-13,高
DL0149,PJ038,東海マテリアル様 生産管理システムの刷新構想策定 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ038/提案書.docx,2023-12-13,中
DL0150,PJ038,東海マテリアル様 生産管理システムの刷新構想策定 プロジェクト完了報告書,プロジェクト完了報告書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ038/プロジェクト完了報告書.docx,2024-12-21,中
DL0151,PJ038,東海マテリアル様 生産管理システムの刷新構想策定 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ038/基本設計書.docx,2024-05-02,中
DL0152,PJ039,北都百貨店様 販売管理システムのリプレース 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ039/基本設計書.docx,2025-03-31,低
DL0153,PJ039,北都百貨店様 販売管理システムのリプレース 運用手順書,運用手順書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ039/運用手順書.docx,2025-08-03,高
DL0154,PJ039,北都百貨店様 販売管理システムのリプレース 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ039/要件定義書.docx,2025-02-14,中
DL0155,PJ039,北都百貨店様 販売管理システムのリプレース プロジェクト完了報告書,プロジェクト完了報告書,社内限,https://contoso-sier.sharepoint.example.com/sites/projects/PJ039/プロジェクト完了報告書.docx,2025-08-26,中
DL0156,PJ041,九州エナジー様 Microsoft Fabricによる全社データ基盤構築 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ041/要件定義書.docx,2026-03-28,中
DL0157,PJ041,九州エナジー様 Microsoft Fabricによる全社データ基盤構築 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ041/基本設計書.docx,2026-07-02,中
DL0158,PJ041,九州エナジー様 Microsoft Fabricによる全社データ基盤構築 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ041/提案書.docx,2025-12-24,中
DL0159,PJ043,陸奥製鋼様 生成AI活用による問い合わせ対応自動化 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ043/要件定義書.docx,2026-04-28,中
DL0160,PJ044,北都百貨店様 基幹システムのクラウドリフト 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ044/要件定義書.docx,2026-01-28,低
DL0161,PJ045,関西共栄信用金庫様 Power BIによる経営ダッシュボード整備 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ045/要件定義書.docx,2026-02-20,中
DL0162,PJ045,関西共栄信用金庫様 Power BIによる経営ダッシュボード整備 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ045/基本設計書.docx,2026-04-29,中
DL0163,PJ045,関西共栄信用金庫様 Power BIによる経営ダッシュボード整備 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ045/提案書.docx,2025-12-16,高
DL0164,PJ045,関西共栄信用金庫様 Power BIによる経営ダッシュボード整備 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ045/アーキテクチャ設計書.docx,2026-04-12,中
DL0165,PJ046,東海マテリアル様 設備保全予知モデルのPoC 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ046/要件定義書.docx,2026-04-05,中
DL0166,PJ046,東海マテリアル様 設備保全予知モデルのPoC 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ046/基本設計書.docx,2026-07-20,中
DL0167,PJ046,東海マテリアル様 設備保全予知モデルのPoC アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ046/アーキテクチャ設計書.docx,2026-06-24,中
DL0168,PJ047,湘南マート様 SCM可視化基盤の刷新 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ047/要件定義書.docx,2026-05-27,中
DL0169,PJ047,湘南マート様 SCM可視化基盤の刷新 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ047/基本設計書.docx,2026-07-27,中
DL0170,PJ048,つばさ損害保険様 勘定系周辺システムのモダナイゼーション 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ048/提案書.docx,2025-10-12,中
DL0171,PJ048,つばさ損害保険様 勘定系周辺システムのモダナイゼーション 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ048/基本設計書.docx,2026-05-21,高
DL0172,PJ048,つばさ損害保険様 勘定系周辺システムのモダナイゼーション 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ048/要件定義書.docx,2026-01-30,中
DL0173,PJ049,みらいリテール様 データガバナンス整備とPurview導入 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ049/提案書.docx,2026-06-04,低
DL0174,PJ051,浜名川県庁様 住民向けチャットボット構築 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ051/要件定義書.docx,2026-07-16,中
DL0175,PJ052,翼エアカーゴ様 配車計画最適化ソリューション導入 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ052/提案書.docx,2025-12-27,中
DL0176,PJ053,新星ヘルスケア様 研究データ統合分析基盤の構築 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ053/基本設計書.docx,2026-04-29,中
DL0177,PJ054,北都百貨店様 店舗オペレーション標準化支援 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ054/アーキテクチャ設計書.docx,2026-03-06,低
DL0178,PJ054,北都百貨店様 店舗オペレーション標準化支援 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ054/提案書.docx,2025-10-03,中
DL0179,PJ055,陸奥製鋼様 品質データ分析基盤のPoC 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ055/提案書.docx,2026-06-04,中
DL0180,PJ055,陸奥製鋼様 品質データ分析基盤のPoC アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ055/アーキテクチャ設計書.docx,2026-08-02,高
DL0181,PJ056,東西電力様 エネルギー設備投資シミュレーション基盤 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ056/提案書.docx,2025-10-10,高
DL0182,PJ056,東西電力様 エネルギー設備投資シミュレーション基盤 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ056/基本設計書.docx,2026-04-08,高
DL0183,PJ057,浪速機械工業様 生産管理システム再構築 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ057/要件定義書.docx,2026-03-14,低
DL0184,PJ057,浪速機械工業様 生産管理システム再構築 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ057/基本設計書.docx,2026-05-25,中
DL0185,PJ057,浪速機械工業様 生産管理システム再構築 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ057/アーキテクチャ設計書.docx,2026-05-07,中
DL0186,PJ058,大和精密工業様 Copilot活用による営業提案高度化 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ058/アーキテクチャ設計書.docx,2026-06-05,中
DL0187,PJ058,大和精密工業様 Copilot活用による営業提案高度化 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ058/提案書.docx,2026-03-23,中
DL0188,PJ059,山陽ストアーズ様 サプライチェーンリスク分析基盤 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ059/提案書.docx,2026-02-21,高
DL0189,PJ060,信州電子工業様 生成AIプラットフォーム全社展開支援 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ060/要件定義書.docx,2026-03-07,中
DL0190,PJ060,信州電子工業様 生成AIプラットフォーム全社展開支援 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ060/基本設計書.docx,2026-05-04,低
DL0191,PJ061,瀬戸内商事様 販売分析データマート再構築 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ061/提案書.docx,2026-02-17,低
DL0192,PJ062,東海マテリアル様 生成AIによる設計レビュー支援 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ062/要件定義書.docx,2026-07-30,高
DL0193,PJ062,東海マテリアル様 生成AIによる設計レビュー支援 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ062/提案書.docx,2026-06-03,低
DL0194,PJ063,湘南マート様 Fabricレイクハウス移行支援 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ063/要件定義書.docx,2025-12-04,中
DL0195,PJ064,北都百貨店様 需要予測基盤の本番展開 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ064/アーキテクチャ設計書.docx,2026-03-23,低
DL0196,PJ065,浪速機械工業様 生成AIによる保全ナレッジ検索 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ065/提案書.docx,2026-05-26,中
DL0197,PJ066,東西電力様 顧客データ統合基盤の構築 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ066/提案書.docx,2026-02-03,低
DL0198,PJ066,東西電力様 顧客データ統合基盤の構築 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ066/アーキテクチャ設計書.docx,2026-06-04,中
DL0199,PJ066,東西電力様 顧客データ統合基盤の構築 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ066/要件定義書.docx,2026-04-13,低
DL0200,PJ067,さくら製薬様 AIOps導入による運用高度化 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ067/提案書.docx,2025-09-29,中
DL0201,PJ068,浜名川県庁様 生成AIによる文書点検自動化 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ068/提案書.docx,2025-12-08,中
DL0202,PJ069,あかつき証券様 経営管理データ基盤の刷新 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ069/提案書.docx,2025-10-24,中
DL0203,PJ069,あかつき証券様 経営管理データ基盤の刷新 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ069/要件定義書.docx,2026-01-04,高
DL0204,PJ070,山陽ストアーズ様 販売実績ダッシュボードの統合 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ070/基本設計書.docx,2026-06-14,低
DL0205,PJ071,陸奥製鋼様 原価管理レポートの標準化 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ071/基本設計書.docx,2026-05-02,中
DL0206,PJ071,陸奥製鋼様 原価管理レポートの標準化 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ071/要件定義書.docx,2026-01-13,中
DL0207,PJ071,陸奥製鋼様 原価管理レポートの標準化 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ071/アーキテクチャ設計書.docx,2026-04-05,低
DL0208,PJ072,つばさ損害保険様 経営KPIの可視化基盤構築 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ072/提案書.docx,2026-03-07,低
DL0209,PJ072,つばさ損害保険様 経営KPIの可視化基盤構築 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ072/要件定義書.docx,2026-05-30,低
DL0210,PJ073,浜名川県庁様 データ利活用ポリシーの策定支援 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ073/基本設計書.docx,2026-04-30,中
DL0211,PJ074,つばさ損害保険様 個人情報の取り扱い基準整備 提案書,提案書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ074/提案書.docx,2026-06-04,低
DL0212,PJ075,浜名川県庁様 DX推進ロードマップの策定 要件定義書,要件定義書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ075/要件定義書.docx,2026-02-08,高
DL0213,PJ076,瀬戸内商事様 業務プロセス再設計の支援 基本設計書,基本設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ076/基本設計書.docx,2026-06-01,中
DL0214,PJ076,瀬戸内商事様 業務プロセス再設計の支援 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ076/アーキテクチャ設計書.docx,2026-05-09,中
DL0215,PJ077,北斗重工業様 生産管理システムの刷新構想策定 アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ077/アーキテクチャ設計書.docx,2026-01-13,低
DL0216,PJ078,みらいリテール様 販売管理システムのリプレース アーキテクチャ設計書,アーキテクチャ設計書,社外秘,https://contoso-sier.sharepoint.example.com/sites/projects/PJ078/アーキテクチャ設計書.docx,2026-06-09,低
