AvailabilityId,PersonId,YearMonth,AllocatedPercent,AvailablePercent,AvailabilityStatus
AV0638,P107,2026-09,85,15,調整可
AV0639,P107,2026-10,85,15,調整可
AV0640,P107,2026-11,85,15,調整可
AV0641,P107,2026-12,90,10,逼迫
AV0642,P107,2027-01,90,10,逼迫
AV0643,P108,2026-08,55,45,空きあり
AV0644,P108,2026-09,55,45,空きあり
AV0645,P108,2026-10,60,40,空きあり
AV0646,P108,2026-11,60,40,空きあり
AV0647,P108,2026-12,65,35,空きあり
AV0648,P108,2027-01,65,35,空きあり
AV0649,P109,2026-08,45,55,空きあり
AV0650,P109,2026-09,45,55,空きあり
AV0651,P109,2026-10,50,50,空きあり
AV0652,P109,2026-11,55,45,空きあり
AV0653,P109,2026-12,55,45,空きあり
AV0654,P109,2027-01,55,45,空きあり
AV0655,P110,2026-08,45,55,空きあり
AV0656,P110,2026-09,45,55,空きあり
AV0657,P110,2026-10,50,50,空きあり
AV0658,P110,2026-11,55,45,空きあり
AV0659,P110,2026-12,55,45,空きあり
AV0660,P110,2027-01,55,45,空きあり
AV0661,P111,2026-08,45,55,空きあり
AV0662,P111,2026-09,45,55,空きあり
AV0663,P111,2026-10,50,50,空きあり
AV0664,P111,2026-11,55,45,空きあり
AV0665,P111,2026-12,55,45,空きあり
AV0666,P111,2027-01,55,45,空きあり
AV0667,P112,2026-08,75,25,調整可
AV0668,P112,2026-09,95,5,逼迫
AV0669,P112,2026-10,95,5,逼迫
AV0670,P112,2026-11,95,5,逼迫
AV0671,P112,2026-12,95,5,逼迫
AV0672,P112,2027-01,95,5,逼迫
AV0673,P113,2026-08,60,40,空きあり
AV0674,P113,2026-09,80,20,調整可
AV0675,P113,2026-10,80,20,調整可
AV0676,P113,2026-11,85,15,調整可
AV0677,P113,2026-12,85,15,調整可
AV0678,P113,2027-01,85,15,調整可
AV0679,P114,2026-08,45,55,空きあり
AV0680,P114,2026-09,45,55,空きあり
AV0681,P114,2026-10,50,50,空きあり
AV0682,P114,2026-11,55,45,空きあり
AV0683,P114,2026-12,55,45,空きあり
AV0684,P114,2027-01,55,45,空きあり
AV0685,P115,2026-08,100,0,逼迫
AV0686,P115,2026-09,100,0,逼迫
AV0687,P115,2026-10,100,0,逼迫
AV0688,P115,2026-11,100,0,逼迫
AV0689,P115,2026-12,55,45,空きあり
AV0690,P115,2027-01,55,45,空きあり
AV0691,P116,2026-08,95,5,逼迫
AV0692,P116,2026-09,95,5,逼迫
AV0693,P116,2026-10,95,5,逼迫
AV0694,P116,2026-11,95,5,逼迫
AV0695,P116,2026-12,95,5,逼迫
AV0696,P116,2027-01,95,5,逼迫
AV0697,P117,2026-08,45,55,空きあり
AV0698,P117,2026-09,90,10,逼迫
AV0699,P117,2026-10,90,10,逼迫
AV0700,P117,2026-11,90,10,逼迫
AV0701,P117,2026-12,90,10,逼迫
AV0702,P117,2027-01,90,10,逼迫
AV0703,P118,2026-08,45,55,空きあり
AV0704,P118,2026-09,45,55,空きあり
AV0705,P118,2026-10,50,50,空きあり
AV0706,P118,2026-11,55,45,空きあり
AV0707,P118,2026-12,55,45,空きあり
AV0708,P118,2027-01,55,45,空きあり
AV0709,P119,2026-08,45,55,空きあり
AV0710,P119,2026-09,45,55,空きあり
AV0711,P119,2026-10,50,50,空きあり
AV0712,P119,2026-11,55,45,空きあり
AV0713,P119,2026-12,55,45,空きあり
AV0714,P119,2027-01,55,45,空きあり
AV0715,P120,2026-08,85,15,調整可
AV0716,P120,2026-09,85,15,調整可
AV0717,P120,2026-10,85,15,調整可
AV0718,P120,2026-11,85,15,調整可
AV0719,P120,2026-12,90,10,逼迫
AV0720,P120,2027-01,90,10,逼迫
AV0721,P121,2026-08,90,10,逼迫
AV0722,P121,2026-09,90,10,逼迫
AV0723,P121,2026-10,90,10,逼迫
AV0724,P121,2026-11,55,45,空きあり
AV0725,P121,2026-12,55,45,空きあり
AV0726,P121,2027-01,55,45,空きあり
AV0727,P122,2026-08,90,10,逼迫
AV0728,P122,2026-09,90,10,逼迫
AV0729,P122,2026-10,90,10,逼迫
AV0730,P122,2026-11,90,10,逼迫
AV0731,P122,2026-12,55,45,空きあり
AV0732,P122,2027-01,55,45,空きあり
AV0733,P123,2026-08,95,5,逼迫
AV0734,P123,2026-09,95,5,逼迫
AV0735,P123,2026-10,95,5,逼迫
AV0736,P123,2026-11,95,5,逼迫
AV0737,P123,2026-12,95,5,逼迫
AV0738,P123,2027-01,95,5,逼迫
AV0739,P124,2026-08,85,15,調整可
AV0740,P124,2026-09,85,15,調整可
AV0741,P124,2026-10,85,15,調整可
AV0742,P124,2026-11,85,15,調整可
AV0743,P124,2026-12,90,10,逼迫
AV0744,P124,2027-01,55,45,空きあり
AV0745,P125,2026-08,95,5,逼迫
AV0746,P125,2026-09,95,5,逼迫
AV0747,P125,2026-10,95,5,逼迫
AV0748,P125,2026-11,95,5,逼迫
AV0749,P125,2026-12,95,5,逼迫
AV0750,P125,2027-01,95,5,逼迫
AV0751,P126,2026-08,75,25,調整可
AV0752,P126,2026-09,75,25,調整可
AV0753,P126,2026-10,75,25,調整可
AV0754,P126,2026-11,80,20,調整可
AV0755,P126,2026-12,80,20,調整可
AV0756,P126,2027-01,65,35,空きあり
AV0757,P127,2026-08,45,55,空きあり
AV0758,P127,2026-09,45,55,空きあり
AV0759,P127,2026-10,50,50,空きあり
AV0760,P127,2026-11,55,45,空きあり
AV0761,P127,2026-12,55,45,空きあり
AV0762,P127,2027-01,55,45,空きあり
AV0763,P128,2026-08,85,15,調整可
AV0764,P128,2026-09,85,15,調整可
AV0765,P128,2026-10,85,15,調整可
AV0766,P128,2026-11,85,15,調整可
AV0767,P128,2026-12,90,10,逼迫
AV0768,P128,2027-01,90,10,逼迫
AV0769,P129,2026-08,45,55,空きあり
AV0770,P129,2026-09,45,55,空きあり
AV0771,P129,2026-10,50,50,空きあり
AV0772,P129,2026-11,55,45,空きあり
AV0773,P129,2026-12,55,45,空きあり
AV0774,P129,2027-01,55,45,空きあり
AV0775,P130,2026-08,65,35,空きあり
AV0776,P130,2026-09,65,35,空きあり
AV0777,P130,2026-10,70,30,空きあり
AV0778,P130,2026-11,55,45,空きあり
AV0779,P130,2026-12,55,45,空きあり
AV0780,P130,2027-01,55,45,空きあり
AV0781,P131,2026-08,90,10,逼迫
AV0782,P131,2026-09,90,10,逼迫
AV0783,P131,2026-10,90,10,逼迫
AV0784,P131,2026-11,90,10,逼迫
AV0785,P131,2026-12,90,10,逼迫
AV0786,P131,2027-01,90,10,逼迫
AV0787,P132,2026-08,45,55,空きあり
AV0788,P132,2026-09,45,55,空きあり
AV0789,P132,2026-10,85,15,調整可
AV0790,P132,2026-11,85,15,調整可
AV0791,P132,2026-12,90,10,逼迫
AV0792,P132,2027-01,90,10,逼迫
AV0793,P133,2026-08,45,55,空きあり
AV0794,P133,2026-09,60,40,空きあり
AV0795,P133,2026-10,65,35,空きあり
AV0796,P133,2026-11,65,35,空きあり
AV0797,P133,2026-12,65,35,空きあり
AV0798,P133,2027-01,70,30,空きあり
AV0799,P134,2026-08,45,55,空きあり
AV0800,P134,2026-09,60,40,空きあり
AV0801,P134,2026-10,65,35,空きあり
AV0802,P134,2026-11,65,35,空きあり
AV0803,P134,2026-12,65,35,空きあり
AV0804,P134,2027-01,70,30,空きあり
AV0805,P135,2026-08,90,10,逼迫
AV0806,P135,2026-09,90,10,逼迫
AV0807,P135,2026-10,90,10,逼迫
AV0808,P135,2026-11,90,10,逼迫
AV0809,P135,2026-12,90,10,逼迫
AV0810,P135,2027-01,90,10,逼迫
AV0811,P136,2026-08,55,45,空きあり
AV0812,P136,2026-09,55,45,空きあり
AV0813,P136,2026-10,60,40,空きあり
AV0814,P136,2026-11,60,40,空きあり
AV0815,P136,2026-12,65,35,空きあり
AV0816,P136,2027-01,65,35,空きあり
AV0817,P137,2026-08,95,5,逼迫
AV0818,P137,2026-09,95,5,逼迫
AV0819,P137,2026-10,95,5,逼迫
AV0820,P137,2026-11,95,5,逼迫
AV0821,P137,2026-12,55,45,空きあり
AV0822,P137,2027-01,55,45,空きあり
AV0823,P138,2026-08,85,15,調整可
AV0824,P138,2026-09,85,15,調整可
AV0825,P138,2026-10,85,15,調整可
AV0826,P138,2026-11,85,15,調整可
AV0827,P138,2026-12,90,10,逼迫
AV0828,P138,2027-01,90,10,逼迫
AV0829,P139,2026-08,45,55,空きあり
AV0830,P139,2026-09,45,55,空きあり
AV0831,P139,2026-10,90,10,逼迫
AV0832,P139,2026-11,90,10,逼迫
AV0833,P139,2026-12,90,10,逼迫
AV0834,P139,2027-01,90,10,逼迫
AV0835,P140,2026-08,85,15,調整可
AV0836,P140,2026-09,85,15,調整可
AV0837,P140,2026-10,85,15,調整可
AV0838,P140,2026-11,85,15,調整可
AV0839,P140,2026-12,55,45,空きあり
AV0840,P140,2027-01,55,45,空きあり
AV0841,P141,2026-08,45,55,空きあり
AV0842,P141,2026-09,85,15,調整可
AV0843,P141,2026-10,85,15,調整可
AV0844,P141,2026-11,85,15,調整可
AV0845,P141,2026-12,90,10,逼迫
AV0846,P141,2027-01,90,10,逼迫
AV0847,P142,2026-08,45,55,空きあり
AV0848,P142,2026-09,45,55,空きあり
AV0849,P142,2026-10,50,50,空きあり
AV0850,P142,2026-11,55,45,空きあり
AV0851,P142,2026-12,55,45,空きあり
AV0852,P142,2027-01,55,45,空きあり
AV0853,P143,2026-08,45,55,空きあり
AV0854,P143,2026-09,45,55,空きあり
AV0855,P143,2026-10,50,50,空きあり
AV0856,P143,2026-11,55,45,空きあり
AV0857,P143,2026-12,55,45,空きあり
AV0858,P143,2027-01,55,45,空きあり
AV0859,P144,2026-08,85,15,調整可
AV0860,P144,2026-09,85,15,調整可
AV0861,P144,2026-10,85,15,調整可
AV0862,P144,2026-11,85,15,調整可
AV0863,P144,2026-12,90,10,逼迫
AV0864,P144,2027-01,70,30,空きあり
AV0865,P145,2026-08,90,10,逼迫
AV0866,P145,2026-09,90,10,逼迫
AV0867,P145,2026-10,90,10,逼迫
AV0868,P145,2026-11,90,10,逼迫
AV0869,P145,2026-12,90,10,逼迫
AV0870,P145,2027-01,90,10,逼迫
AV0871,P146,2026-08,45,55,空きあり
AV0872,P146,2026-09,45,55,空きあり
AV0873,P146,2026-10,50,50,空きあり
AV0874,P146,2026-11,55,45,空きあり
AV0875,P146,2026-12,55,45,空きあり
AV0876,P146,2027-01,55,45,空きあり
AV0877,P147,2026-08,45,55,空きあり
AV0878,P147,2026-09,45,55,空きあり
AV0879,P147,2026-10,50,50,空きあり
AV0880,P147,2026-11,55,45,空きあり
AV0881,P147,2026-12,55,45,空きあり
AV0882,P147,2027-01,55,45,空きあり
AV0883,P148,2026-08,45,55,空きあり
AV0884,P148,2026-09,95,5,逼迫
AV0885,P148,2026-10,95,5,逼迫
AV0886,P148,2026-11,95,5,逼迫
AV0887,P148,2026-12,95,5,逼迫
AV0888,P148,2027-01,95,5,逼迫
AV0889,P149,2026-08,45,55,空きあり
AV0890,P149,2026-09,90,10,逼迫
AV0891,P149,2026-10,90,10,逼迫
AV0892,P149,2026-11,90,10,逼迫
AV0893,P149,2026-12,90,10,逼迫
AV0894,P149,2027-01,90,10,逼迫
AV0895,P150,2026-08,45,55,空きあり
AV0896,P150,2026-09,45,55,空きあり
AV0897,P150,2026-10,50,50,空きあり
AV0898,P150,2026-11,55,45,空きあり
AV0899,P150,2026-12,55,45,空きあり
AV0900,P150,2027-01,55,45,空きあり
AV0901,P151,2026-08,45,55,空きあり
AV0902,P151,2026-09,45,55,空きあり
AV0903,P151,2026-10,50,50,空きあり
AV0904,P151,2026-11,70,30,空きあり
AV0905,P151,2026-12,70,30,空きあり
AV0906,P151,2027-01,70,30,空きあり
AV0907,P152,2026-08,85,15,調整可
AV0908,P152,2026-09,85,15,調整可
AV0909,P152,2026-10,85,15,調整可
AV0910,P152,2026-11,85,15,調整可
AV0911,P152,2026-12,90,10,逼迫
AV0912,P152,2027-01,55,45,空きあり
AV0913,P153,2026-08,85,15,調整可
AV0914,P153,2026-09,85,15,調整可
AV0915,P153,2026-10,85,15,調整可
AV0916,P153,2026-11,85,15,調整可
AV0917,P153,2026-12,90,10,逼迫
AV0918,P153,2027-01,90,10,逼迫
AV0919,P154,2026-08,90,10,逼迫
AV0920,P154,2026-09,90,10,逼迫
AV0921,P154,2026-10,90,10,逼迫
AV0922,P154,2026-11,90,10,逼迫
AV0923,P154,2026-12,90,10,逼迫
AV0924,P154,2027-01,90,10,逼迫
AV0925,P155,2026-08,95,5,逼迫
AV0926,P155,2026-09,95,5,逼迫
AV0927,P155,2026-10,95,5,逼迫
AV0928,P155,2026-11,95,5,逼迫
AV0929,P155,2026-12,95,5,逼迫
AV0930,P155,2027-01,95,5,逼迫
AV0931,P156,2026-08,45,55,空きあり
AV0932,P156,2026-09,45,55,空きあり
AV0933,P156,2026-10,50,50,空きあり
AV0934,P156,2026-11,60,40,空きあり
AV0935,P156,2026-12,65,35,空きあり
AV0936,P156,2027-01,65,35,空きあり
AV0937,P157,2026-08,45,55,空きあり
AV0938,P157,2026-09,45,55,空きあり
AV0939,P157,2026-10,50,50,空きあり
AV0940,P157,2026-11,55,45,空きあり
AV0941,P157,2026-12,55,45,空きあり
AV0942,P157,2027-01,55,45,空きあり
AV0943,P158,2026-08,85,15,調整可
AV0944,P158,2026-09,85,15,調整可
AV0945,P158,2026-10,85,15,調整可
AV0946,P158,2026-11,85,15,調整可
AV0947,P158,2026-12,90,10,逼迫
AV0948,P158,2027-01,90,10,逼迫
AV0949,P159,2026-08,75,25,調整可
AV0950,P159,2026-09,95,5,逼迫
AV0951,P159,2026-10,95,5,逼迫
AV0952,P159,2026-11,95,5,逼迫
AV0953,P159,2026-12,95,5,逼迫
AV0954,P159,2027-01,95,5,逼迫
AV0955,P160,2026-08,95,5,逼迫
AV0956,P160,2026-09,95,5,逼迫
AV0957,P160,2026-10,95,5,逼迫
AV0958,P160,2026-11,95,5,逼迫
AV0959,P160,2026-12,95,5,逼迫
AV0960,P160,2027-01,95,5,逼迫
AV0961,P161,2026-08,45,55,空きあり
AV0962,P161,2026-09,45,55,空きあり
AV0963,P161,2026-10,50,50,空きあり
AV0964,P161,2026-11,55,45,空きあり
AV0965,P161,2026-12,55,45,空きあり
AV0966,P161,2027-01,55,45,空きあり
AV0967,P162,2026-08,45,55,空きあり
AV0968,P162,2026-09,45,55,空きあり
AV0969,P162,2026-10,50,50,空きあり
AV0970,P162,2026-11,55,45,空きあり
AV0971,P162,2026-12,55,45,空きあり
AV0972,P162,2027-01,55,45,空きあり
AV0973,P163,2026-08,55,45,空きあり
AV0974,P163,2026-09,85,15,調整可
AV0975,P163,2026-10,85,15,調整可
AV0976,P163,2026-11,85,15,調整可
AV0977,P163,2026-12,90,10,逼迫
AV0978,P163,2027-01,65,35,空きあり
AV0979,P164,2026-08,45,55,空きあり
AV0980,P164,2026-09,45,55,空きあり
AV0981,P164,2026-10,50,50,空きあり
AV0982,P164,2026-11,55,45,空きあり
AV0983,P164,2026-12,55,45,空きあり
AV0984,P164,2027-01,55,45,空きあり
AV0985,P165,2026-08,45,55,空きあり
AV0986,P165,2026-09,95,5,逼迫
AV0987,P165,2026-10,95,5,逼迫
AV0988,P165,2026-11,95,5,逼迫
AV0989,P165,2026-12,95,5,逼迫
AV0990,P165,2027-01,95,5,逼迫
AV0991,P166,2026-08,45,55,空きあり
AV0992,P166,2026-09,85,15,調整可
AV0993,P166,2026-10,85,15,調整可
AV0994,P166,2026-11,85,15,調整可
AV0995,P166,2026-12,90,10,逼迫
AV0996,P166,2027-01,90,10,逼迫
AV0997,P167,2026-08,95,5,逼迫
AV0998,P167,2026-09,95,5,逼迫
AV0999,P167,2026-10,95,5,逼迫
AV1000,P167,2026-11,95,5,逼迫
AV1001,P167,2026-12,55,45,空きあり
AV1002,P167,2027-01,55,45,空きあり
AV1003,P168,2026-08,65,35,空きあり
AV1004,P168,2026-09,65,35,空きあり
AV1005,P168,2026-10,95,5,逼迫
AV1006,P168,2026-11,95,5,逼迫
AV1007,P168,2026-12,95,5,逼迫
AV1008,P168,2027-01,95,5,逼迫
AV1009,P169,2026-08,95,5,逼迫
AV1010,P169,2026-09,95,5,逼迫
AV1011,P169,2026-10,95,5,逼迫
AV1012,P169,2026-11,95,5,逼迫
AV1013,P169,2026-12,95,5,逼迫
AV1014,P169,2027-01,95,5,逼迫
AV1015,P170,2026-08,75,25,調整可
AV1016,P170,2026-09,95,5,逼迫
AV1017,P170,2026-10,95,5,逼迫
AV1018,P170,2026-11,95,5,逼迫
AV1019,P170,2026-12,70,30,空きあり
AV1020,P170,2027-01,70,30,空きあり
AV1021,P171,2026-08,45,55,空きあり
AV1022,P171,2026-09,45,55,空きあり
AV1023,P171,2026-10,50,50,空きあり
AV1024,P171,2026-11,55,45,空きあり
AV1025,P171,2026-12,55,45,空きあり
AV1026,P171,2027-01,55,45,空きあり
AV1027,P172,2026-08,45,55,空きあり
AV1028,P172,2026-09,45,55,空きあり
AV1029,P172,2026-10,50,50,空きあり
AV1030,P172,2026-11,55,45,空きあり
AV1031,P172,2026-12,55,45,空きあり
AV1032,P172,2027-01,55,45,空きあり
AV1033,P173,2026-08,65,35,空きあり
AV1034,P173,2026-09,85,15,調整可
AV1035,P173,2026-10,85,15,調整可
AV1036,P173,2026-11,85,15,調整可
AV1037,P173,2026-12,90,10,逼迫
AV1038,P173,2027-01,65,35,空きあり
AV1039,P174,2026-08,95,5,逼迫
AV1040,P174,2026-09,95,5,逼迫
AV1041,P174,2026-10,95,5,逼迫
AV1042,P174,2026-11,95,5,逼迫
AV1043,P174,2026-12,95,5,逼迫
AV1044,P174,2027-01,70,30,空きあり
AV1045,P175,2026-08,90,10,逼迫
AV1046,P175,2026-09,90,10,逼迫
AV1047,P175,2026-10,90,10,逼迫
AV1048,P175,2026-11,90,10,逼迫
AV1049,P175,2026-12,90,10,逼迫
AV1050,P175,2027-01,90,10,逼迫
AV1051,P176,2026-08,85,15,調整可
AV1052,P176,2026-09,85,15,調整可
AV1053,P176,2026-10,85,15,調整可
AV1054,P176,2026-11,85,15,調整可
AV1055,P176,2026-12,90,10,逼迫
AV1056,P176,2027-01,90,10,逼迫
AV1057,P177,2026-08,45,55,空きあり
AV1058,P177,2026-09,45,55,空きあり
AV1059,P177,2026-10,85,15,調整可
AV1060,P177,2026-11,85,15,調整可
AV1061,P177,2026-12,90,10,逼迫
AV1062,P177,2027-01,90,10,逼迫
AV1063,P178,2026-08,95,5,逼迫
AV1064,P178,2026-09,95,5,逼迫
AV1065,P178,2026-10,95,5,逼迫
AV1066,P178,2026-11,95,5,逼迫
AV1067,P178,2026-12,95,5,逼迫
AV1068,P178,2027-01,95,5,逼迫
AV1069,P179,2026-08,45,55,空きあり
AV1070,P179,2026-09,45,55,空きあり
AV1071,P179,2026-10,85,15,調整可
AV1072,P179,2026-11,85,15,調整可
AV1073,P179,2026-12,90,10,逼迫
AV1074,P179,2027-01,90,10,逼迫
AV1075,P180,2026-08,75,25,調整可
AV1076,P180,2026-09,95,5,逼迫
AV1077,P180,2026-10,95,5,逼迫
AV1078,P180,2026-11,95,5,逼迫
AV1079,P180,2026-12,95,5,逼迫
AV1080,P180,2027-01,95,5,逼迫
AV1081,P181,2026-08,85,15,調整可
AV1082,P181,2026-09,85,15,調整可
AV1083,P181,2026-10,85,15,調整可
AV1084,P181,2026-11,85,15,調整可
AV1085,P181,2026-12,90,10,逼迫
AV1086,P181,2027-01,55,45,空きあり
AV1087,P182,2026-08,85,15,調整可
AV1088,P182,2026-09,85,15,調整可
AV1089,P182,2026-10,85,15,調整可
AV1090,P182,2026-11,85,15,調整可
AV1091,P182,2026-12,90,10,逼迫
AV1092,P182,2027-01,65,35,空きあり
AV1093,P183,2026-08,65,35,空きあり
AV1094,P183,2026-09,65,35,空きあり
AV1095,P183,2026-10,70,30,空きあり
AV1096,P183,2026-11,70,30,空きあり
AV1097,P183,2026-12,70,30,空きあり
AV1098,P183,2027-01,70,30,空きあり
AV1099,P184,2026-08,95,5,逼迫
AV1100,P184,2026-09,95,5,逼迫
AV1101,P184,2026-10,95,5,逼迫
AV1102,P184,2026-11,95,5,逼迫
AV1103,P184,2026-12,95,5,逼迫
AV1104,P184,2027-01,95,5,逼迫
AV1105,P185,2026-08,45,55,空きあり
AV1106,P185,2026-09,85,15,調整可
AV1107,P185,2026-10,85,15,調整可
AV1108,P185,2026-11,85,15,調整可
AV1109,P185,2026-12,90,10,逼迫
AV1110,P185,2027-01,90,10,逼迫
AV1111,P186,2026-08,45,55,空きあり
AV1112,P186,2026-09,85,15,調整可
AV1113,P186,2026-10,85,15,調整可
AV1114,P186,2026-11,85,15,調整可
AV1115,P186,2026-12,90,10,逼迫
AV1116,P186,2027-01,70,30,空きあり
AV1117,P187,2026-08,95,5,逼迫
AV1118,P187,2026-09,95,5,逼迫
AV1119,P187,2026-10,95,5,逼迫
AV1120,P187,2026-11,55,45,空きあり
AV1121,P187,2026-12,55,45,空きあり
AV1122,P187,2027-01,55,45,空きあり
AV1123,P188,2026-08,95,5,逼迫
AV1124,P188,2026-09,95,5,逼迫
AV1125,P188,2026-10,95,5,逼迫
AV1126,P188,2026-11,95,5,逼迫
AV1127,P188,2026-12,95,5,逼迫
AV1128,P188,2027-01,95,5,逼迫
AV1129,P189,2026-08,85,15,調整可
AV1130,P189,2026-09,85,15,調整可
AV1131,P189,2026-10,85,15,調整可
AV1132,P189,2026-11,85,15,調整可
AV1133,P189,2026-12,55,45,空きあり
AV1134,P189,2027-01,55,45,空きあり
AV1135,P190,2026-08,95,5,逼迫
AV1136,P190,2026-09,95,5,逼迫
AV1137,P190,2026-10,95,5,逼迫
AV1138,P190,2026-11,95,5,逼迫
AV1139,P190,2026-12,65,35,空きあり
AV1140,P190,2027-01,65,35,空きあり
AV1141,P191,2026-08,45,55,空きあり
AV1142,P191,2026-09,45,55,空きあり
AV1143,P191,2026-10,50,50,空きあり
AV1144,P191,2026-11,55,45,空きあり
AV1145,P191,2026-12,55,45,空きあり
AV1146,P191,2027-01,55,45,空きあり
AV1147,P192,2026-08,95,5,逼迫
AV1148,P192,2026-09,95,5,逼迫
AV1149,P192,2026-10,95,5,逼迫
AV1150,P192,2026-11,95,5,逼迫
AV1151,P192,2026-12,95,5,逼迫
AV1152,P192,2027-01,95,5,逼迫
AV1153,P193,2026-08,90,10,逼迫
AV1154,P193,2026-09,90,10,逼迫
AV1155,P193,2026-10,90,10,逼迫
AV1156,P193,2026-11,90,10,逼迫
AV1157,P193,2026-12,55,45,空きあり
AV1158,P193,2027-01,55,45,空きあり
AV1159,P194,2026-08,95,5,逼迫
AV1160,P194,2026-09,95,5,逼迫
AV1161,P194,2026-10,95,5,逼迫
AV1162,P194,2026-11,95,5,逼迫
AV1163,P194,2026-12,95,5,逼迫
AV1164,P194,2027-01,55,45,空きあり
AV1165,P195,2026-08,75,25,調整可
AV1166,P195,2026-09,75,25,調整可
AV1167,P195,2026-10,95,5,逼迫
AV1168,P195,2026-11,95,5,逼迫
AV1169,P195,2026-12,55,45,空きあり
AV1170,P195,2027-01,55,45,空きあり
AV1171,P196,2026-08,45,55,空きあり
AV1172,P196,2026-09,45,55,空きあり
AV1173,P196,2026-10,50,50,空きあり
AV1174,P196,2026-11,55,45,空きあり
AV1175,P196,2026-12,55,45,空きあり
AV1176,P196,2027-01,55,45,空きあり
AV1177,P197,2026-08,95,5,逼迫
AV1178,P197,2026-09,95,5,逼迫
AV1179,P197,2026-10,95,5,逼迫
AV1180,P197,2026-11,95,5,逼迫
AV1181,P197,2026-12,95,5,逼迫
AV1182,P197,2027-01,95,5,逼迫
AV1183,P198,2026-08,90,10,逼迫
AV1184,P198,2026-09,90,10,逼迫
AV1185,P198,2026-10,90,10,逼迫
AV1186,P198,2026-11,90,10,逼迫
AV1187,P198,2026-12,90,10,逼迫
AV1188,P198,2027-01,55,45,空きあり
AV1189,P199,2026-08,95,5,逼迫
AV1190,P199,2026-09,95,5,逼迫
AV1191,P199,2026-10,95,5,逼迫
AV1192,P199,2026-11,95,5,逼迫
AV1193,P199,2026-12,95,5,逼迫
AV1194,P199,2027-01,55,45,空きあり
AV1195,P200,2026-08,45,55,空きあり
AV1196,P200,2026-09,45,55,空きあり
AV1197,P200,2026-10,75,25,調整可
AV1198,P200,2026-11,80,20,調整可
AV1199,P200,2026-12,65,35,空きあり
AV1200,P200,2027-01,65,35,空きあり
